SYS_Obs,SYS_Time,SYS_Date,SYS_configName,SYS_configAuthor,USERDEF_remark,USERDEF_Bar_code,USERDEF,USERDEF_1,PORO_gsw,PORO_gbw,PORO_gtw,PORO_E_apparent,PORO_VPcham,PORO_VPref,PORO_VPleaf,PORO_VPDleaf,PORO_H2O_r,PORO_H2O_s,PORO_H2O_leaf,PORO_leaf_area,PORO_leaf_width,FLUORO_flashID,FLUORO_Fo,FLUORO_Fm,FLUORO_FvFm,FLUORO_Fs,FLUORO_Fm_1,FLUORO_PhiPS2,FLUORO_PS21,FLUORO_abs,FLUORO_ETR,FLUORO_TRANS,SENSOR_rh_s,SENSOR_rh_r,SENSOR_Tref,SENSOR_Tmeas,SENSOR_Tleaf,SENSOR_P_atm,SENSOR_flow,SENSOR_flow_s,SENSOR_leak_pct,SENSOR_Qamb,SENSOR_batt,LEAF_ANGLE_pitch,LEAF_ANGLE_roll,LEAF_ANGLE_heading,LEAF_ANGLE_angle_inc_leaf,LEAF_ANGLE_direct_pct,LEAF_ANGLE_slope_leaf,LEAF_ANGLE_az_leaf,LEAF_ANGLE_dec_solar,LEAF_ANGLE_az_solar,LEAF_ANGLE_zenith_solar,GPS_gps_time,GPS_gps_date,GPS_latitude,GPS_longitude,GPS_altitude,GPS_gps_sats,GPS_gps_HDOP,MATCH_match_time,MATCH_match_date,MATCH_rh_adj,MATCH_type,STABILITY_gsw1sec,STABILITY_gsw2sec,STABILITY_gsw4sec,STABILITY_flr1sec,STABILITY_flr2sec,STABILITY_flr4sec,P_CONFIG_auto,P_CONFIG_flow_set,P_CONFIG_gsw_limit,P_CONFIG_gsw_period,P_CONFIG_aw,P_CONFIG_Bla,P_CONFIG_Blb,P_CONFIG_Blc,P_CONFIG_Bld,P_CONFIG_Ble,P_CONFIG_chamber,FL_CONFIG_dark,FL_CONFIG_flash_type,FL_CONFIG_flash_intensity,FL_CONFIG_modrate,FL_CONFIG_flr_limit,FL_CONFIG_flr_period,FL_CONFIG_P1_dur,FL_CONFIG_P2_dur,FL_CONFIG_P3_dur,FL_CONFIG_P1_Fmax,FL_CONFIG_P2_ramp,FL_CONFIG_P2_slp,FL_CONFIG_P3_Fmax,FL_CONFIG_P3_Pred,FL_CONFIG_P3_DeltaF,SENSOR_V_v_humA,SENSOR_V_v_humB,SENSOR_V_v_flowIn,SENSOR_V_v_flowOut,SENSOR_V_v_temp,SENSOR_V_v_irt,SENSOR_V_v_pres,SENSOR_V_v_par,SENSOR_V_v_F,SENSOR_V_i_LED,USERCAL_b_rhr,USERCAL_m_rhr,USERCAL_span_rhr,USERCAL_b_rhs,USERCAL_m_rhs,USERCAL_span_rhs,USERCAL_z_flowIn,USERCAL_z_flowOut,USERCAL_z_quantum,USERCAL_z_flr,META_flashId,META_lciSerNum,META_lcpSerNum,META_lcfSerNum,META_lcrhSerNum,META_version,META_configUpdatedAt,SourceFile,SourceDateFromFile,SourceRow,PlantID,CleanTimestamp,MeasurementDate
78,12:51:46,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.11249,2.9171,0.10831,2.6719,3.7559,3.685,6.0437,2.2877,37.7399,38.4669,61.897,0.44179,7.5,PSF-00578_20260725125146_2bb,0,0,0,105.3672,245.7347,0.57122,0.5,0.8,179.3132,1,57.03,55.95,37.8,36.23,36.23,97.64,156.1,154.6,1,785,3.927,2,-49,19,,,,,,,,17:45:45,25-Jul-2026,39.2084,-96.5938,335.2,18,0.67,12:41:58,25-Jul-2026,-0.28,1,0.001,-0.003,-9999,-0.315,1.862,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4803,2.4672,1.643,0.92877,0.165,-0.019329,0.35495,0.7624,105.3672,0.000309,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125146_2bb,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,16,Pl7-R1-M2-H1-P08,25-Jul-2026 12:51:46,25-Jul-2026
79,12:52:00,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.086379,2.9162,0.083894,2.1916,3.5975,3.5392,6.0227,2.4252,36.2452,36.8429,61.6794,0.44179,7.5,PSF-00578_20260725125200_d98,0,0,0,87.28695,267.9602,0.67425,0.5,0.8,53.266,1,54.58,53.69,37.82,36.16,36.16,97.64,156,154.6,0.9,197,3.932,0,-71,33,,,,,,,,17:45:58,25-Jul-2026,39.2084,-96.5938,334.8,18,0.67,12:41:58,25-Jul-2026,-0.28,1,-0.003,0,0.009,-0.168,-0.402,-0.592,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4774,2.4641,1.6421,0.92877,0.16491,-0.020288,0.35592,0.27167,87.2869,0.000311,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125200_d98,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,17,Pl7-R1-M2-H1-P08,25-Jul-2026 12:52:00,25-Jul-2026
80,12:52:29,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.080515,2.917,0.078353,2.0383,3.5742,3.5199,5.9897,2.4156,36.0506,36.6062,61.3463,0.44179,7.5,PSF-00578_20260725125229_d5d,0,0,0,88.52041,272.1805,0.67477,0.5,0.8,53.5826,1,54.05,53.23,37.88,36.06,36.06,97.64,156.1,154.5,1,199,3.931,-1,-72,35,,,,,,,,17:46:27,25-Jul-2026,39.2084,-96.5938,334.5,19,0.67,12:52:20,25-Jul-2026,-0.32,1,-0.001,0.001,-9999,-0.23,-0.276,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4768,2.4635,1.6429,0.92873,0.16452,-0.022279,0.35814,0.27252,88.5204,0.000314,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125229_d5d,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,18,Pl7-R1-M2-H1-P08,25-Jul-2026 12:52:29,25-Jul-2026
81,12:52:42,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.082964,2.9151,0.080668,2.0889,3.6068,3.5511,6.0107,2.4039,36.3687,36.9388,61.5589,0.44179,7.5,PSF-00578_20260725125242_6b3,0,0,0,88.45567,265.0591,0.66628,0.5,0.8,47.831,1,54.47,53.63,37.9,36.13,36.13,97.64,155.9,154.6,0.8,179,3.931,-3,-74,36,,,,,,,,17:46:40,25-Jul-2026,39.2084,-96.5938,334.1,19,0.67,12:52:20,25-Jul-2026,-0.32,1,0,0.002,-9999,-0.344,-0.536,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4773,2.464,1.641,0.92887,0.16437,-0.021789,0.35901,0.2566,88.4557,0.0003,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125242_6b3,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,19,Pl7-R1-M2-H1-P08,25-Jul-2026 12:52:42,25-Jul-2026
82,12:52:58,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.1883,2.9168,0.17688,5.389,3.6079,3.4645,6.4299,2.822,35.4809,36.9497,65.8501,0.44179,7.5,PSF-00578_20260725125258_5e4,0,0,0,92.4536,154.074,0.39994,0.5,0.8,258.1002,1,54.43,52.27,37.92,37.36,37.36,97.64,156.1,154.3,1.1,1613,3.93,27,54,4,,,,,,,,17:46:53,25-Jul-2026,39.2084,-96.5938,333.9,19,0.67,12:52:20,25-Jul-2026,-0.32,1,-0.002,-0.002,-9999,-0.718,-1.445,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4756,2.464,1.6427,0.92823,0.16425,-0.00675,0.36018,1.4547,92.4536,0.000301,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125258_5e4,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,20,Pl7-R1-M2-H1-P08,25-Jul-2026 12:52:58,25-Jul-2026
83,12:53:13,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.19395,2.9149,0.18185,5.7605,3.6055,3.452,6.5378,2.9323,35.3542,36.9267,66.9589,0.44179,7.5,PSF-00578_20260725125313_9f1,0,0,0,87.23724,143.8819,0.39369,0.5,0.8,245.4196,1,54.35,52.04,37.94,37.67,37.67,97.64,155.9,154.6,0.8,1558,3.93,26,58,7,,,,,,,,17:47:11,25-Jul-2026,39.2084,-96.5938,334,19,0.67,12:52:20,25-Jul-2026,-0.32,1,0.003,0.001,0.012,-0.32,-0.699,-3.046,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4753,2.4639,1.6407,0.92881,0.16416,-0.00311,0.3613,1.4089,87.2372,0.000288,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125313_9f1,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,21,Pl7-R1-M2-H1-P08,25-Jul-2026 12:53:13,25-Jul-2026
84,12:53:26,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.15973,2.9167,0.15144,5.0352,3.6213,3.4873,6.6963,3.0751,35.7138,37.0861,68.5783,0.44179,7.5,PSF-00578_20260725125326_ed3,0,0,0,88.99212,144.5857,0.3845,0.5,0.8,237.643,1,54.55,52.53,37.95,38.11,38.11,97.64,156.1,154.4,1.1,1545,3.93,29,59,8,,,,,,,,17:47:25,25-Jul-2026,39.2084,-96.5939,334,19,0.67,12:52:20,25-Jul-2026,-0.32,1,0.001,0.002,-9999,-1.202,-2.486,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4759,2.4641,1.6426,0.92848,0.16408,0.002277,0.3622,1.3977,88.9921,0.000292,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125326_ed3,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,22,Pl7-R1-M2-H1-P08,25-Jul-2026 12:53:26,25-Jul-2026
86,12:53:52,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.1753,2.9159,0.16536,4.2146,3.6324,3.5202,5.9981,2.3656,36.0565,37.2057,61.4358,0.44179,7.5,PSF-00578_20260725125352_6cd,0,0,0,85.87432,265.7708,0.67689,0.5,0.8,81.7619,1,54.65,52.96,37.97,36.09,36.09,97.63,156,154.6,0.9,302,3.928,0,-70,29,,,,,,,,17:47:51,25-Jul-2026,39.2084,-96.5939,333.3,19,0.67,12:52:20,25-Jul-2026,-0.32,1,-0.001,0,0.012,-0.057,-0.228,-0.624,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4765,2.4642,1.6418,0.92895,0.16393,-0.023137,0.36403,0.35897,85.8743,0.000299,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125352_6cd,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,23,Pl7-R1-M2-H1-P08,25-Jul-2026 12:53:52,25-Jul-2026
87,12:54:05,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.11077,2.9175,0.10672,2.9019,3.5485,3.4713,6.0726,2.5241,35.553,36.344,62.1962,0.44179,7.5,PSF-00578_20260725125405_bac,0,0,0,81.92075,263.3407,0.68892,0.5,0.8,83.4775,1,53.35,52.19,37.98,36.31,36.31,97.64,156.2,154.4,1.2,303,3.928,3,-69,33,,,,,,,,17:48:03,25-Jul-2026,39.2084,-96.5939,333,18,0.68,12:52:20,25-Jul-2026,-0.32,1,-0.006,-0.004,-9999,-0.059,0.072,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4755,2.4626,1.6435,0.92834,0.16385,-0.020536,0.36481,0.35977,81.9207,0.000315,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125405_bac,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,24,Pl7-R1-M2-H1-P08,25-Jul-2026 12:54:05,25-Jul-2026
88,12:54:17,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.13033,2.9161,0.12476,3.1786,3.6827,3.5981,6.0462,2.3636,36.8537,37.7198,61.9285,0.44179,7.5,PSF-00578_20260725125417_195,0,0,0,87.65566,272.0092,0.67775,0.5,0.8,93.2643,1,55.32,54.05,38,36.23,36.23,97.63,156,154.4,1,344,3.927,3,-69,29,,,,,,,,17:48:16,25-Jul-2026,39.2084,-96.5938,333.1,19,0.67,12:52:20,25-Jul-2026,-0.32,1,-0.002,-0.002,-9999,-0.187,-0.106,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4778,2.4651,1.642,0.92836,0.16375,-0.021703,0.36564,0.3941,87.6557,0.000295,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125417_195,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,25,Pl7-R1-M2-H1-P08,25-Jul-2026 12:54:17,25-Jul-2026
89,12:54:49,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.094596,2.9159,0.091624,2.6422,3.6214,3.551,6.2942,2.6728,36.3676,37.0881,64.4617,0.44179,7.5,PSF-00578_20260725125449_cd0,0,0,0,100.6751,210.7447,0.52229,0.5,0.8,198.8847,1,54.28,53.22,38.04,36.97,36.97,97.64,156,154.5,1,952,3.926,-6,49,220,,,,,,,,17:48:48,25-Jul-2026,39.2084,-96.5938,333.2,19,0.67,12:52:20,25-Jul-2026,-0.32,1,0.004,0.001,-9999,-0.651,0.484,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4768,2.4637,1.6418,0.92851,0.16349,-0.013134,0.3679,0.90211,100.6751,0.0003,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125449_cd0,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,26,Pl7-R1-M2-H1-P08,25-Jul-2026 12:54:49,25-Jul-2026
90,12:55:09,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.061329,2.9166,0.060066,1.8605,3.6133,3.5637,6.4814,2.8682,36.4964,37.0036,66.3768,0.44179,7.5,PSF-00578_20260725125509_891,0,0,0,100.6565,214.6,0.53096,0.5,0.8,191.5225,1,54.12,53.37,38.05,37.51,37.51,97.65,156.1,154.4,1,902,3.926,4,45,232,,,,,,,,17:49:06,25-Jul-2026,39.2084,-96.5938,333.4,19,0.67,12:52:20,25-Jul-2026,-0.32,1,-0.004,-0.001,-0.015,-0.274,-0.624,-1.296,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.477,2.4635,1.6425,0.92847,0.16341,-0.0066,0.36919,0.86015,100.6565,0.000311,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125509_891,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,27,Pl7-R1-M2-H1-P08,25-Jul-2026 12:55:09,25-Jul-2026
91,12:55:23,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.053439,2.9169,0.052477,1.5781,3.6802,3.6382,6.4641,2.7839,37.26,37.6897,66.2002,0.44179,7.5,PSF-00578_20260725125523_ad4,0,0,0,100.0417,209.2602,0.52193,0.5,0.8,187.7582,1,55.07,54.44,38.07,37.46,37.46,97.64,156.1,154.3,1.2,899,3.925,7,44,225,,,,,,,,17:49:21,25-Jul-2026,39.2084,-96.5938,333.8,19,0.67,12:52:20,25-Jul-2026,-0.32,1,0,0,-9999,-1.203,-0.017,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4783,2.4647,1.6428,0.9281,0.16331,-0.007405,0.37017,0.85813,100.0417,0.000311,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125523_ad4,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,28,Pl7-R1-M2-H1-P08,25-Jul-2026 12:55:23,25-Jul-2026
92,12:55:46,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.13525,2.9161,0.12926,4.2038,3.6486,3.5367,6.6566,3.008,36.222,37.368,68.175,0.44179,7.5,PSF-00578_20260725125546_5f1,0,0,0,87.01837,149.9877,0.41983,0.5,0.8,229.7381,1,54.54,52.87,38.09,38,38,97.64,156,154.3,1.1,1368,3.892,7,-62,208,,,,,,,,17:49:42,25-Jul-2026,39.2084,-96.5938,333.5,19,0.67,12:52:20,25-Jul-2026,-0.32,1,-0.004,-0.005,0.003,-0.25,-0.009,-0.178,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4763,2.4641,1.642,0.92803,0.16319,-0.000887,0.37171,1.2498,87.0184,0.000303,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125546_5f1,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,29,Pl7-R1-M2-H1-P08,25-Jul-2026 12:55:46,25-Jul-2026
94,12:56:16,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.12457,2.9167,0.11947,3.9766,3.6121,3.5063,6.6905,3.0784,35.9119,36.9958,68.5251,0.44179,7.5,PSF-00578_20260725125616_abe,0,0,0,90.05856,158.8812,0.43317,0.5,0.8,238.8007,1,53.92,52.34,38.12,38.09,38.09,97.64,156.1,154.4,1,1378,3.919,12,-59,195,,,,,,,,17:50:15,25-Jul-2026,39.2084,-96.5938,333.5,18,0.68,12:52:20,25-Jul-2026,-0.32,1,-0.003,-0.003,-9999,-0.561,-1.013,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4756,2.4633,1.6426,0.9285,0.16302,-3.4e-05,0.37359,1.2583,90.0586,0.000306,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125616_abe,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,30,Pl7-R1-M2-H1-P08,25-Jul-2026 12:56:16,25-Jul-2026
95,12:56:30,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.1011,2.9167,0.097714,3.1836,3.6988,3.6142,6.7103,3.0115,37.0172,37.8842,68.7285,0.44179,7.5,PSF-00578_20260725125630_cd5,0,0,0,92.10062,160.4601,0.42602,0.5,0.8,232.5111,1,55.17,53.91,38.13,38.15,38.15,97.64,156.1,154.4,1.1,1364,3.925,13,-58,190,,,,,,,,17:50:28,25-Jul-2026,39.2084,-96.5938,332.7,19,0.67,12:52:20,25-Jul-2026,-0.32,1,0.001,0.003,-9999,-1.2,-2.073,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4776,2.4649,1.6426,0.92836,0.16293,0.000467,0.37445,1.2467,92.1006,0.000296,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125630_cd5,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,31,Pl7-R1-M2-H1-P08,25-Jul-2026 12:56:30,25-Jul-2026
96,12:56:52,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.024621,2.9163,0.024415,0.66423,3.6749,3.6572,6.1971,2.5222,37.4539,37.6349,63.4652,0.44179,7.5,PSF-00578_20260725125652_66b,0,0,0,95.32285,314.3199,0.69673,0.5,0.8,14.8109,1,54.75,54.48,38.15,36.68,36.68,97.65,156,154.2,1.2,53,3.924,-10,-60,277,,,,,,,,17:50:51,25-Jul-2026,39.2084,-96.5938,332.6,19,0.67,12:52:20,25-Jul-2026,-0.32,1,0,0.001,-9999,-0.095,0.186,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4784,2.4643,1.6422,0.92791,0.16279,-0.018064,0.37592,0.15105,95.3228,0.000303,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125652_66b,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,32,Pl7-R1-M2-H1-P08,25-Jul-2026 12:56:52,25-Jul-2026
98,12:57:25,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.032338,2.9164,0.031983,0.82927,3.676,3.654,6.0815,2.4055,37.4176,37.6435,62.2763,0.44179,7.5,PSF-00578_20260725125725_ec3,0,0,0,87.49187,296.9659,0.70538,0.5,0.8,29.8725,1,54.77,54.44,38.15,36.34,36.34,97.65,156.1,154.3,1.1,106,3.924,-9,-43,283,,,,,,,,17:51:23,25-Jul-2026,39.2084,-96.5938,332.7,19,0.67,12:52:20,25-Jul-2026,-0.32,1,0.004,0.001,-9999,-0.059,0.034,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4783,2.4643,1.6423,0.92809,0.1628,-0.022289,0.37782,0.19511,87.4919,0.000318,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125725_ec3,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,33,Pl7-R1-M2-H1-P08,25-Jul-2026 12:57:25,25-Jul-2026
99,12:57:37,25-Jul-2026,Rain_out,Climate_model,,Pl7-R1-M2-H1-P08,,,0.025435,2.9159,0.025215,0.71468,3.6881,3.669,6.3139,2.6258,37.576,37.7708,64.6631,0.44179,7.5,PSF-00578_20260725125737_1ca,0,0,0,88.06837,295.8984,0.70237,0.5,0.8,28.5991,1,54.96,54.68,38.15,37.03,37.03,97.64,156,154.2,1.1,102,3.918,-8,-34,263,,,,,,,,17:51:35,25-Jul-2026,39.2084,-96.5938,332.7,18,0.68,12:52:20,25-Jul-2026,-0.32,1,0.001,0.004,-9999,0.235,0.312,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4786,2.4646,1.6418,0.92788,0.16283,-0.013751,0.37851,0.1917,88.0684,0.0003,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260725125737_1ca,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-25.csv,25-Jul-2026,34,Pl7-R1-M2-H1-P08,25-Jul-2026 12:57:37,25-Jul-2026
